#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2015-04-03T15:28:05 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ551ead82562d	
#INFO	-out.max=99999	
#INFO	queryParameters=14	
#-oc.form=sexa
#-out.max=99999
#-out.add=_RAJ,_DEJ
#-order=I
#-nav=cat:VII/118&tab:{VII/118/ngc2000}&key:source=VII/118/ngc2000&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/118/ngc2000
#-out=Name
#-out=Type
#-out=size
#-out=mag
#

#RESOURCE=yCat_7118
#Name: VII/118
#Title: NGC 2000.0 (Sky Publishing, ed. Sinnott 1988)
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_118_ngc2000:
#Name: VII/118/ngc2000
#Title: The NGC 2000.0 Catalogue
#Column	_RAJ2000	(A7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(A5)	NGC or IC designation (preceded by I)	[ucd=meta.id;meta.main]
#Column	Type	(A3)	Object classification (1)	[ucd=src.class]
#Column	size	(F5.1)	? Largest dimension	[ucd=phys.angSize]
#Column	mag	(F4.1)	? Integrated magnitude, visual or photographic (see n_mag)	[ucd=phot.mag;em.opt]
_RAJ2000	_DEJ2000	Name	Type	size	mag
16 13 06.1	+02 10 00	 6080	 Gx	     	14.0
16 13 12.1	-54 13 00	 6067	 OC	 13.0	 5.6
16 13 18.1	+14 10 00	 6083	 Gx	     	15.0
16 14 12.1	+17 45 00	 6084	 Gx	     	15.0
16 14 18.1	+35 06 00	 6097	 Gx	     	15.0
16 14 18.1	+09 31 00	I1205	 Gx	  0.6	15.0
16 14 30.1	+62 33 00	I1210	 Gx	  1.6	14.0
16 14 42.1	+26 34 00	 6096	 Gx	     	15.0
16 15 18.1	-22 20 00	I1203	   	     	
16 15 18.1	+11 18 00	I1206	 Gx	  1.1	15.0
16 15 30.1	+62 44 00	 6111	   	     	
16 15 30.1	+64 14 00	I1212	 Gx	     	15.0
16 15 36.1	-34 15 00	 6082	  -	     	
16 15 36.1	+19 27 00	 6098	 Gx	     	14.0
16 15 36.1	+19 27 00	 6099	 Gx	     	14.0
16 15 36.1	+28 09 00	 6102	 Gx	     	15.0
16 15 36.1	+68 25 00	I1215	 Gx	  1.3	14.0
16 15 42.1	+31 57 00	 6103	 Gx	     	14.0
16 15 42.1	+36 32 00	I1208	 Gx	     	15.0
16 16 00.1	+68 22 00	I1216	 Gx	  1.1	15.0
16 16 06.1	+69 41 00	I1217	   	     	
16 16 06.1	-22 38 00	I4596	 Gx	  1.9	
16 16 12.1	+65 58 00	I1214	 Gx	  1.1	15.0
16 16 30.1	+35 42 00	 6104	 Gx	     	14.0
16 16 48.1	+53 01 00	I1211	 Gx	  1.2	14.0
16 16 48.1	+68 13 00	I1218	 Gx	  0.9	15.0
16 17 00.1	-22 59 00	 6093	 Gb	  8.9	 7.2
16 17 00.1	+00 48 00	 6100	 Gx	     	14.0
16 17 00.1	+34 52 00	 6105	 Gx	     	15.0
16 17 12.1	+34 53 00	 6107	 Gx	     	14.0
16 17 12.1	+61 56 00	 6123	 Gx	     	14.0
16 17 18.1	+35 07 00	 6108	 Gx	     	15.0
16 17 36.1	+35 05 00	 6110	 Gx	     	15.0
16 17 42.1	+35 00 00	 6109	 Gx	  1.3	15.0
16 17 48.1	-34 22 00	I4597	   	     	
16 17 54.1	+35 06 00	 6112	 Gx	     	15.0
16 18 12.1	-31 27 00	I4598	   	     	
16 18 18.1	+35 10 00	 6114	 Gx	     	15.0
16 18 18.1	-22 47 00	I4600	   	     	
16 18 42.1	+15 34 00	I1209	 Nb	  0.3	
16 18 48.1	+07 25 00	 6106	 Gx	  2.6	12.2
16 18 48.1	+35 09 00	 6116	 Gx	     	15.0
16 18 54.1	-57 54 00	 6087	 OC	 12.0	 5.4
16 18 54.1	+57 36 00	 6125	  -	     	
16 19 00.1	+64 54 00	 6135	  -	     	
16 19 06.1	+57 59 00	 6128	 Gx	  1.4	13.0
16 19 12.1	+14 07 00	 6113	 Gx	     	15.0
16 19 12.1	+57 58 00	 6127	 Gx	     	13.0
16 19 18.1	+37 05 00	 6117	 Gx	     	14.0
16 19 18.1	-42 16 00	I4599	   	     	
16 19 24.1	-29 39 00	I1207	   	     	
16 19 30.1	+57 37 00	 6130	 Gx	     	14.0
16 19 42.1	+37 48 00	 6119	 Gx	     	15.0
16 19 48.1	+37 47 00	 6120	 Gx	  0.6	14.0
16 20 00.1	-20 02 00	I4601	 Nb	 20.0	
16 20 06.1	+56 40 00	 6133	  -	     	
16 20 12.1	+37 48 00	 6122	 Gx	     	15.0
16 20 42.1	-70 09 00	I4595	 Gx	  2.5	
16 20 48.1	+55 57 00	 6136	 Gx	     	15.0
16 20 54.1	+65 23 00	 6140	 Gx	  6.2	12.0
16 21 24.1	+36 23 00	 6126	 Gx	     	14.0
16 21 42.1	+55 05 00	 6143	 Gx	  1.2	14.0
16 21 48.1	-02 17 00	 6118	 Gx	  4.7	12.0
16 21 48.1	+37 59 00	 6129	 Gx	     	14.0
16 22 00.1	+38 56 00	 6131	 Gx	     	14.0
16 22 00.1	-01 31 00	I1213	   	     	
16 22 54.1	+40 56 00	 6138	  ?	     	
16 23 06.1	+37 55 00	 6137	 Gx	  2.2	14.0
16 23 06.1	+40 48 00	 6141	  ?	     	
16 23 24.1	+37 16 00	 6142	 Gx	     	15.0
16 23 24.1	+12 45 00	I4602	   	     	
16 23 36.1	-26 32 00	 6121	 Gb	 26.3	 5.9
16 23 42.1	+11 48 00	 6132	 Gx	     	15.0
16 24 24.1	+19 28 00	I1219	 Gx	  1.4	15.0
16 24 36.1	-51 58 00	 6115	 OC	  3.0	11.0
16 25 00.1	+40 56 00	 6145	 Gx	     	15.0
16 25 06.1	+40 55 00	 6147	 Gx	     	16.0
16 25 12.1	+40 53 00	 6146	 Gx	     	14.0
16 25 36.1	-40 40 00	 6124	 OC	 29.0	 5.8
16 25 36.1	+49 50 00	 6154	 Gx	  2.4	14.0
16 25 36.1	-24 28 00	I4603	 Nb	 20.0	
16 25 36.1	-23 26 00	I4604	 Nb	 60.0	
16 25 42.1	+55 22 00	 6157	 Gx	     	15.0
16 25 48.1	-72 12 00	 6101	 Gb	 10.7	 9.3
16 25 48.1	+40 30 00	 6150	 Gx	     	15.0
16 26 06.1	+48 22 00	 6155	 Gx	     	13.0
16 27 00.1	+59 35 00	 6170	  -	     	
16 27 06.1	+24 05 00	 6148	 Gx	     	
16 27 18.1	-26 02 00	 6144	 Gb	  9.3	 9.1
16 27 24.1	+19 36 00	 6149	 Gx	     	15.0
16 27 24.1	+42 41 00	 6159	 Gx	     	15.0
16 27 30.1	+59 35 00	 6176	 Gx	     	15.0
16 27 42.1	-49 09 00	 6134	 OC	  7.0	 7.2
16 27 42.1	-38 51 00	 6139	 Gb	  5.5	 9.2
16 27 42.1	+39 23 00	 6158	 Gx	     	16.0
16 27 42.1	+40 55 00	 6160	 Gx	  2.1	15.0
16 28 18.1	+32 49 00	 6161	 Gx	     	15.0
16 28 24.1	+32 52 00	 6162	 Gx	     	15.0
16 28 24.1	+32 52 00	 6163	 Gx	     	15.0
16 28 36.1	+39 33 00	 6166	 Gx	  2.4	12.0
16 29 12.1	+08 27 00	I1220	   	     	
16 29 30.1	+55 31 00	 6182	 Gx	     	14.0
16 29 42.1	+40 51 00	 6174	 Gx	     	15.0
16 29 48.1	+40 49 00	 6173	 Gx	  2.2	14.0
16 29 54.1	+40 39 00	 6175	 Gx	     	15.0
16 30 12.1	-25 06 00	I4605	 Nb	 30.0	
16 30 18.1	+24 34 00	I4607	   	     	
16 30 30.1	+40 34 00	 6180	 Gx	     	15.0
16 30 36.1	+35 04 00	 6177	 Gx	     	15.0
16 30 42.1	+35 07 00	 6179	 Gx	     	15.0
16 31 24.1	+20 12 00	 6168	 Gx	     	14.0
16 31 30.1	-40 15 00	 6153	 Pl	  0.4	12.0
16 31 30.1	+40 35 00	 6184	 Gx	     	15.0
16 31 36.1	+57 43 00	 6187	 Gx	     	15.0
16 31 36.1	+59 39 00	 6189	 Gx	     	13.0
16 31 36.1	-26 03 00	I4606	   	     	
16 32 00.1	+58 27 00	 6190	 Gx	     	13.0
16 32 00.1	+58 48 00	 6191	  -	     	
16 32 06.1	-01 29 00	 6172	  -	     	
16 32 18.1	+19 50 00	 6181	 Gx	  2.6	11.9
16 32 30.1	-13 03 00	 6171	 Gb	 10.0	 8.1
16 32 30.2	+82 36 00	 6252	 Gx	     	15.0
16 32 36.2	+78 12 00	 6217	 Gx	  3.1	11.2
16 32 36.2	+82 33 00	 6251	 Gx	     	14.0
16 32 42.1	-52 37 00	 6152	 OC	 30.0	 8.0
16 33 00.1	+22 46 00	I4609	 Gx	  0.7	15.0
16 33 12.1	+35 20 00	 6185	 Gx	     	14.0
16 33 36.1	+39 16 00	I4610	   	     	
16 33 42.1	+39 20 00	I4611	   	     	
16 33 48.1	+39 16 00	I4612	   	     	
16 34 00.1	-48 06 00	 6164	 Pl	     	
16 34 00.1	-48 06 00	 6165	 Pl	     	
16 34 06.1	-44 03 00	 6169	 OC	  7.0	 7.0
16 34 24.1	-49 36 00	 6167	 OC	  8.0	 6.7
16 34 24.1	+21 33 00	 6186	 Gx	  1.8	14.0
16 34 42.1	+46 24 00	I1221	 Gx	  1.3	15.0
16 34 48.1	-60 36 00	 6156	 Gx	     	
16 35 06.1	+46 13 00	I1222	 Gx	  1.9	
16 35 24.1	+49 16 00	I1223	   	     	
16 35 30.1	+57 31 00	 6198	 Gx	     	15.0
16 35 42.1	-45 38 00	 6178	 OC	  4.0	 7.2
16 36 12.1	+61 57 00	 6202	  -	     	
16 36 30.1	+39 02 00	 6195	 Gx	  1.8	15.0
16 36 36.1	+36 11 00	 6194	 Gx	     	14.0
16 36 54.1	+67 38 00	I1225	 Gx	  1.5	15.0
16 37 18.1	+35 59 00	I4613	 Gx	     	
16 37 24.1	+36 06 00	 6196	 Gx	     	14.0
16 37 30.1	+36 02 00	 6197	 Gx	     	15.0
16 37 48.1	+36 07 00	I4614	 Gx	     	
16 37 54.1	+36 04 00	I4615	 Gx	  1.7	12.8
16 38 00.1	+36 00 00	I4616	 Gx	     	
16 38 18.1	-73 15 00	 6151	   	     	
16 39 00.1	+36 06 00	 6199	  *	     	
16 39 30.1	+66 01 00	 6214	 Gx	     	14.0
16 40 06.1	+58 38 00	 6206	 Gx	     	14.0
16 40 06.1	+58 37 00	I1227	  ?	     	
16 40 12.1	+23 45 00	 6201	 Gx	     	15.0
16 40 18.1	-43 22 00	 6192	 OC	  8.0	 9.0
16 40 24.1	+23 46 00	 6203	 Gx	     	15.0
16 40 30.1	-48 47 00	 6188	 Nb	 20.0	
16 41 06.1	+46 00 00	I1226	 Gx	     	15.0
16 41 18.1	-48 46 00	 6193	 OC	 15.0	 5.2
16 41 30.1	+57 47 00	 6211	 Gx	  2.0	14.0
16 41 30.1	+57 50 00	 6213	 Gx	     	15.0
16 41 36.1	-69 23 00	 6183	 Gx	     	
16 41 42.1	+36 28 00	 6205	 Gb	 16.6	 5.9
16 42 00.1	+65 34 00	I1228	 Gx	  1.6	14.0
16 42 06.1	+36 41 00	I4617	 Gx	     	
16 42 54.1	+19 15 00	I1224	 Gx	  0.7	15.0
16 43 06.1	+36 50 00	 6207	 Gx	  3.0	11.6
16 43 06.1	+61 34 00	 6223	 Gx	  3.4	13.0
16 43 18.1	+39 48 00	 6212	 Gx	     	15.0
16 43 18.1	+70 38 00	 6232	 Gx	     	13.0
16 43 30.1	+61 58 00	 6226	 Gx	     	14.0
16 44 12.1	-47 29 00	 6200	 OC	 12.0	 7.4
16 44 12.1	+17 46 00	I4619	 Gx	     	15.0
16 44 30.1	+23 49 00	 6210	 Pl	  0.2	 9.0
16 44 30.1	+70 48 00	 6236	 Gx	  3.0	12.0
16 45 00.1	+51 17 00	I1229	 Gx	  1.0	15.0
16 45 18.1	+51 13 00	I1230	   	     	
16 45 30.1	+70 48 00	 6245	 Gx	     	
16 46 18.1	+09 02 00	 6219	 Gx	     	15.0
16 46 24.1	+70 22 00	 6248	 Gx	  3.3	13.0
16 46 30.1	-47 01 00	 6204	 OC	  5.0	 8.2
16 46 30.1	+70 23 00	 6237	 Gx	     	
16 46 54.1	+58 27 00	I1231	 Gx	  2.4	14.0
16 46 54.2	-77 29 00	I4608	 Gx	  1.2	
16 47 00.1	+47 32 00	 6229	 Gb	  4.5	 9.4
16 47 12.1	-01 57 00	 6218	 Gb	 14.5	 6.6
16 47 12.1	-00 17 00	 6220	 Gx	     	15.0
16 47 12.1	+62 08 00	 6238	 Gx	     	14.0
16 48 00.1	+26 12 00	 6228	 Gx	     	15.0
16 48 06.1	+62 11 00	 6244	 Gx	     	14.0
16 48 12.1	+06 18 00	 6224	 Gx	     	15.0
16 48 12.1	+62 58 00	 6247	 Gx	     	13.0
16 48 18.1	+06 13 00	 6225	 Gx	     	15.0
16 48 24.1	+63 09 00	I1233	   	     	
16 48 30.1	+18 17 00	I4620	   	     	
16 49 06.1	+46 05 00	I1232	   	     	
16 49 24.1	-44 44 00	 6216	 OC	  4.0	10.0
16 49 30.1	-53 49 00	 6208	 OC	 16.0	 7.2
16 49 54.1	+55 33 00	 6246	 Gx	  1.7	14.1
16 50 06.1	+23 34 00	 6233	 Gx	     	15.0
16 50 06.1	+42 44 00	 6239	 Gx	  2.8	12.3
16 50 06.1	+45 24 00	 6241	 Gx	     	15.0
16 50 36.1	+04 35 00	 6230	 Gx	     	15.0
16 50 42.1	-44 45 00	 6222	 OC	     	10.0
16 50 48.1	+08 48 00	I4621	 Gx	  1.1	15.0
16 51 06.1	-58 59 00	 6215	 Gx	  2.0	12.0
16 51 12.1	+22 31 00	I4623	 Gx	  0.6	15.0
16 51 30.1	+17 27 00	I4624	 Gx	     	16.0
16 51 36.1	-41 13 00	 6227	  -	     	
16 51 48.1	+63 43 00	 6260	 Gx	     	15.0
16 51 54.1	+04 23 00	 6234	 Gx	     	15.0
16 52 06.1	+63 07 00	I1235	 Gx	     	15.0
16 52 06.1	-16 14 00	I4622	  ?	     	
16 52 18.1	+60 33 00	 6258	 Gx	     	14.0
16 52 24.1	+23 21 00	 6243	 Gx	     	15.0
16 52 48.1	-59 13 00	 6221	 Gx	  3.2	11.0
16 52 54.1	+56 54 00	I1234	   	     	
16 52 54.1	+02 26 00	I4625	   	     	
16 53 00.1	+02 24 00	 6240	 Gx	  2.2	15.0
16 53 24.1	-22 11 00	 6235	 Gb	  5.0	10.2
16 53 24.1	+02 19 00	I4626	  *	     	
16 53 36.1	+56 56 00	 6262	  -	     	
16 54 00.1	-41 48 00	 6231	C+N	 15.0	 2.6
16 54 06.1	-07 38 00	I4627	   	     	
16 54 48.1	+36 30 00	 6255	 Gx	  3.5	14.0
16 55 06.1	-72 32 00	 6209	 Gx	     	
16 55 06.1	+26 39 00	I4630	 Gx	  1.3	15.0
16 55 36.1	-39 30 00	 6242	 OC	  9.0	 6.4
16 55 36.1	+63 15 00	 6275	 Gx	     	15.0
16 56 00.1	+39 39 00	 6257	 Gx	     	15.0
16 56 12.1	-16 43 00	I4629	   	     	
16 56 18.1	+55 02 00	I1237	 Gx	  2.1	
16 56 30.1	+28 00 00	 6261	 Gx	     	15.0
16 56 42.1	+27 50 00	 6263	 Gx	     	15.0
16 57 00.1	-40 20 00	I4628	 Nb	 90.0	
16 57 06.1	-04 06 00	 6254	 Gb	 15.1	 6.6
16 57 18.1	+27 52 00	 6264	 Gx	     	15.0
16 57 30.1	+27 51 00	 6265	 Gx	     	15.0
16 57 30.1	+68 27 00	 6288	 Gx	     	15.0
16 57 36.1	-44 47 00	 6249	 OC	  6.0	 8.2
16 57 48.1	+68 31 00	 6289	 Gx	     	15.0
16 57 54.2	-77 00 00	I4618	 Gx	  1.9	
16 58 00.1	-45 48 00	 6250	 OC	  8.0	 5.9
16 58 00.1	+27 52 00	 6269	 Gx	     	14.0
16 58 12.1	+22 59 00	 6267	 Gx	     	14.0
16 58 24.1	+58 59 00	 6285	 Gx	  1.3	15.0
16 58 30.1	+20 02 00	I1236	 Gx	  1.2	
16 58 30.1	+22 55 00	I4632	   	     	
16 58 36.1	+58 58 00	 6286	 Gx	  1.5	14.0
16 58 42.1	+27 38 00	 6270	 Gx	     	15.0
16 58 48.1	+27 59 00	 6271	 Gx	     	15.0
16 58 54.1	+27 56 00	 6272	 Gx	     	15.0
16 59 00.1	+47 14 00	 6279	 Gx	     	15.0
16 59 00.1	+47 11 00	I4636	   	     	
16 59 06.1	-52 43 00	 6253	 OC	  5.0	10.0
16 59 24.1	+29 57 00	 6274	 Gx	     	14.0
16 59 24.1	+49 56 00	 6283	 Gx	     	13.0
16 59 30.1	-37 07 00	 6256	 Gb	     	
17 00 18.1	+23 07 00	 6276	 Gx	     	
17 00 36.1	+23 05 00	I1238	   	     	
17 00 42.1	-44 40 00	 6259	 OC	 10.0	 8.0
17 00 48.1	+23 03 00	 6277	 Gx	     	15.0
17 00 48.1	+29 50 00	 6282	 Gx	     	15.0
17 00 48.1	+23 01 00	I1239	 Gx	  2.1	14.0
17 00 54.1	+23 01 00	 6278	 Gx	     	14.0
17 00 54.1	+59 00 00	 6290	 Gx	     	14.0
17 00 54.1	+58 58 00	 6291	 Gx	     	15.0
17 01 00.1	+61 03 00	I1240	   	     	
17 01 12.1	-30 07 00	 6266	 Gb	 14.1	 6.6
17 01 12.1	+33 34 00	I4638	   	     	
17 01 24.1	+63 42 00	I1241	 Gx	  1.7	14.0
17 01 36.1	-21 50 00	I4634	 Pl	  0.2	11.0
17 01 54.1	+06 40 00	 6280	 Gx	     	15.0
17 02 24.1	-39 44 00	 6268	 OC	  6.0	10.0
17 02 36.1	-26 16 00	 6273	 Gb	 13.5	 7.2
17 02 54.1	+22 54 00	I4639	   	     	
17 03 00.1	+61 03 00	 6292	 Gx	     	14.0
17 03 06.1	+60 20 00	 6295	 Gx	     	15.0
17 03 24.1	+62 02 00	 6298	   	     	
17 03 30.2	+78 38 00	 6331	 Gx	     	15.0
17 03 36.1	+62 02 00	 6297	 Gx	     	14.0
17 04 30.1	-24 46 00	 6284	 Gb	  5.6	 9.0
17 04 48.1	-37 54 00	 6281	C+N	 60.0	 5.4
17 05 00.1	+62 27 00	 6299	 Gx	     	15.0
17 05 06.1	+68 21 00	 6303	   	     	
17 05 12.1	-22 42 00	 6287	 Gb	  5.1	 9.2
17 05 12.1	-40 53 00	I4637	 Pl	  0.3	14.0
17 05 24.2	+75 25 00	 6324	 Gx	     	13.0
17 07 36.1	+60 44 00	 6306	 Gx	  1.2	14.0
17 07 42.1	+60 45 00	 6307	 Gx	  1.6	14.0
17 08 00.1	+61 00 00	 6310	 Gx	  2.1	14.0
17 08 30.1	+42 20 00	I4643	   	     	
17 08 36.1	+42 20 00	 6301	 Gx	     	14.0
17 08 42.1	+03 54 00	 6296	 Gx	  1.1	14.0
17 08 42.1	+04 02 00	I1242	 Gx	  1.0	15.0
17 09 18.1	+62 53 00	 6317	 Gx	     	16.0
17 09 36.1	+62 59 00	 6319	 Gx	     	14.0
17 10 06.1	+72 24 00	I1251	 Gx	  1.7	14.0
17 10 12.1	-26 35 00	 6293	 Gb	  7.9	 8.2
17 10 18.1	-26 34 00	 6294	  -	     	
17 10 24.1	+48 19 00	 6313	 Gx	     	15.0
17 10 24.1	+72 18 00	 6340	 Gx	  3.4	11.0
17 10 36.1	+41 39 00	 6311	 Gx	     	15.0
17 10 36.1	+10 47 00	I1243	  ?	     	
17 10 36.1	+36 17 00	I1244	 Gx	  1.2	15.0
17 10 48.1	+42 17 00	 6312	 Gx	     	15.0
17 11 00.2	-77 36 00	I4631	   	     	
17 11 30.1	+72 24 00	I1254	 Gx	  1.9	13.9
17 11 48.1	+60 00 00	I1248	 Gx	  1.5	
17 11 48.1	-55 24 00	I4642	 Pl	  0.4	13.0
17 12 00.1	+23 23 00	 6308	 Gx	  1.3	14.0
17 12 36.1	+23 16 00	 6314	 Gx	  1.8	13.1
17 12 36.1	+38 02 00	I1245	 Gx	  1.7	15.0
17 12 48.1	+23 13 00	 6315	 Gx	  0.9	13.3
17 12 54.1	+40 16 00	 6320	 Gx	     	15.0
17 13 18.1	+43 46 00	 6323	 Gx	     	15.0
17 13 42.1	-37 06 00	 6302	 Pl	  0.8	13.0
17 13 48.2	-77 32 00	I4633	 Gx	  3.7	
17 14 00.1	+43 38 00	 6327	 Gx	     	15.0
17 14 06.1	-12 55 00	 6309	 Pl	  1.1	11.0
17 14 18.1	+43 41 00	 6329	 Gx	     	14.0
17 14 18.1	+20 14 00	I1246	   	     	
17 14 24.1	+57 25 00	I1250	   	     	
17 14 30.1	-29 28 00	 6304	 Gb	  6.8	 8.4
17 14 30.1	+20 18 00	 6321	 Gx	     	14.0
17 14 36.1	+43 07 00	I4645	 Gx	     	16.0
17 14 54.1	+35 31 00	I1249	 Gx	     	15.0
17 15 00.1	+43 39 00	 6332	 Gx	     	14.0
17 15 18.1	+57 25 00	 6338	 Gx	     	14.0
17 15 18.1	+57 21 00	 6345	 Gx	     	15.0
17 15 18.1	+57 19 00	 6346	 Gx	     	15.0
17 15 42.2	-77 29 00	I4635	 Gx	  3.1	
17 15 48.1	+29 23 00	 6330	 Gx	     	15.0
17 15 48.1	+57 23 00	I1252	   	     	
17 15 48.1	+57 23 00	I4649	   	     	
17 15 54.1	+57 20 00	I4650	   	     	
17 16 00.1	+45 52 00	I4648	 OC	     	
17 16 18.1	+43 48 00	 6336	 Gx	     	14.0
17 16 24.1	-12 47 00	I1247	  *	     	
17 16 36.1	-28 08 00	 6316	 Gb	  4.9	 9.0
17 17 00.1	-62 49 00	 6300	 Gx	  5.4	11.0
17 17 06.1	+40 51 00	 6339	 Gx	  3.4	13.0
17 17 06.1	+43 08 00	 6341	 Gb	 11.2	 6.5
17 17 12.1	+42 27 00	 6344	 Gx	     	
17 17 18.1	+41 03 00	 6343	 Gx	     	14.0
17 17 48.1	-39 27 00	 6318	 OC	  4.0	12.0
17 17 54.1	+61 47 00	 6359	 Gx	  1.2	12.6
17 18 00.1	-23 46 00	 6325	 Gb	  4.3	10.7
17 18 06.1	-59 09 00	 6305	 Gx	     	
17 18 24.1	+41 39 00	 6348	 Gx	     	15.0
17 18 30.1	-42 57 00	 6322	 OC	 10.0	 6.0
17 18 36.1	+60 37 00	 6361	 Gx	  2.4	14.0
17 18 42.1	+41 41 00	 6350	 Gx	     	14.0
17 19 00.1	+52 37 00	 6358	 Gx	     	15.0
17 19 06.1	+36 03 00	 6349	 Gx	     	15.0
17 19 12.1	-18 31 00	 6333	 Gb	  9.3	 7.9
17 19 12.1	+36 02 00	 6351	 Gx	     	16.0
17 19 48.1	+18 40 00	I1253	   	     	
17 19 54.1	+16 40 00	 6347	 Gx	     	14.0
17 20 30.1	-35 43 00	 6334	 Nb	 40.0	
17 20 30.1	-30 08 00	 6335	  -	     	
17 20 48.1	-51 45 00	 6326	 Pl	  0.2	12.0
17 21 12.1	-19 35 00	 6342	 Gb	  3.0	 9.9
17 21 12.1	+15 42 00	 6353	  -	     	
17 21 36.2	+75 51 00	I4660	 Gx	  1.5	
17 22 18.1	-38 29 00	 6337	 Pl	  0.8	
17 22 42.1	+41 08 00	 6363	 Gx	     	14.0
17 22 42.1	+62 11 00	 6365	 Gx	     	14.0
17 23 06.1	+12 41 00	I1255	 Gx	  1.1	14.0
17 23 18.1	+57 00 00	 6370	 Gx	     	14.0
17 23 30.1	+71 17 00	I1261	   	     	
17 23 36.1	-17 49 00	 6356	 Gb	  7.2	 8.4
17 23 42.1	-64 59 00	 6328	 Gx	     	
17 23 48.1	+26 28 00	I1256	 Gx	  1.7	14.0
17 23 54.2	-80 04 00	I4640	 Gx	  1.5	
17 23 54.1	-60 00 00	I4646	 Gx	  2.6	
17 24 00.1	-26 21 00	 6355	 Gb	  5.0	 9.6
17 24 12.2	-80 09 00	I4641	 Gx	  1.6	
17 24 18.1	+59 01 00	 6373	 Gx	     	14.0
17 24 30.1	+29 24 00	 6364	 Gx	     	14.0
17 24 36.1	-38 32 00	 6354	Ast	     	
17 24 36.1	-34 10 00	 6357	 Nb	 50.0	
17 24 36.2	-73 56 00	I4644	 Gx	  2.1	
17 24 42.1	-49 57 00	I4651	 OC	 12.0	 6.9
17 25 12.1	+37 46 00	 6367	 Gx	     	15.0
17 25 24.1	-30 00 00	 6360	  -	     	
17 25 24.1	+58 50 00	 6376	 Gx	     	14.0
17 25 24.1	+58 50 00	 6377	 Gx	     	14.0
17 25 30.1	-48 25 00	 6352	 Gb	  7.1	 8.2
17 26 00.2	-80 12 00	I4647	 Gx	  1.7	
17 26 24.1	+71 06 00	 6395	 Gx	  2.6	13.0
17 26 24.1	-59 44 00	I4652	 Gx	  1.7	
17 27 06.1	+11 33 00	 6368	 Gx	  4.0	13.0
17 27 06.1	-07 06 00	I1257	   	     	
17 27 06.1	-60 53 00	I4653	 Gx	  1.6	
17 27 12.1	+26 30 00	 6371	 Gx	     	15.0
17 27 18.1	+60 01 00	 6381	 Gx	  1.5	14.0
17 27 18.1	+58 31 00	I1258	 Gx	  1.2	
17 27 24.1	+58 33 00	I1259	 Gx	  1.5	
17 27 24.1	+58 29 00	I1260	   	     	
17 27 30.1	+26 28 00	 6372	 Gx	  1.9	14.0
17 27 42.1	-05 05 00	 6366	 Gb	  8.3	10.0
17 27 48.1	+56 52 00	 6382	 Gx	     	15.0
17 28 00.1	+57 33 00	 6385	 Gx	     	14.0
17 28 24.1	+57 34 00	 6387	 Gx	     	15.0
17 28 30.1	+60 06 00	 6390	 Gx	     	14.0
17 28 54.1	+52 44 00	 6386	 Gx	     	15.0
17 28 54.1	+58 52 00	 6391	 Gx	     	15.0
17 29 18.1	-23 46 00	 6369	 Pl	  1.1	13.0
17 29 18.1	+16 12 00	 6375	 Gx	     	14.0
17 29 36.2	+75 42 00	 6412	 Gx	  2.3	11.8
17 30 06.1	+59 32 00	 6394	 Gx	     	16.0
17 30 18.1	+59 39 00	 6393	 Gx	     	15.0
17 30 36.1	+06 17 00	 6378	 Gx	     	15.0
17 30 36.1	+16 17 00	 6379	 Gx	  1.3	15.0
17 30 36.2	+74 23 00	 6414	 Gx	     	15.0
17 31 48.1	+59 38 00	 6399	 Gx	     	15.0
17 31 54.1	-67 03 00	 6362	 Gb	 10.7	 8.3
17 32 18.1	-32 36 00	 6374	 OC	  3.0	 9.0
17 32 24.1	+07 04 00	 6384	 Gx	  6.0	10.6
17 32 42.1	+16 24 00	 6389	 Gx	  3.1	14.0
17 32 42.1	-17 31 00	I4657	  ?	     	
17 33 00.1	+43 45 00	I1262	 Gx	  1.5	15.0
17 33 06.1	+43 49 00	I1263	 Gx	  1.7	15.0
17 33 18.1	+43 38 00	I1264	 Gx	  1.4	16.0
17 34 12.1	-17 56 00	I4659	   	     	
17 34 36.1	-60 43 00	I4655	   	     	
17 34 48.1	-32 34 00	 6383	C+N	 80.0	 5.5
17 35 12.1	+60 49 00	 6410	  *	     	
17 35 24.1	-39 04 00	 6380	 Gb	  3.9	
17 35 36.1	+60 48 00	 6411	 Gx	     	13.0
17 35 54.1	+68 08 00	 6419	 Gx	     	15.0
17 36 06.1	+68 01 00	 6420	 Gx	     	15.0
